title,imgUrl,price_amz,category_id_amz,amazon_category_name,brand,category_code,event_time,event_type,product_id,category_id_dec,price_dec,user_id,user_session,txt_dec_final,txt_amz_final,final_score,price_diff,optimization_score
Rainbow High Michelle- Orange Fashion Doll. Fashionable Outfit & 10+ Colorful Play Accessories. Great Gift for Kids 4-12 Years Old and Collectors.,https://m.media-amazon.com/images/I/81DgWTuP3yL._AC_UL320_.jpg,25.9,221,Dolls & Accessories,orange,kids.dolls,2019-12-04 05:12:55 UTC,view,9001499,2053013553224352013,20.08,581774595,6aafcc2d-b5ec-4eb7-a6c7-728dbaaf8e4f,orange kids dolls,Rainbow High Michelle- Orange Fashion Doll. Fashionable Outfit & 10+ Colorful Play Accessories. Great Gift for Kids 4-12 Years Old and Collectors.,0.6693312,5.82,0.2511682927859238
"Rainbow High Pacific Coast Simone Summers- Sunrise (Orange) Fashion Doll with 2 Designer Outfits, Pool Accessories Playset, Interchangeable Legs, Toys for Kids, Great Gift for Ages 6-12+ Years",https://m.media-amazon.com/images/I/91xB+7YrAwL._AC_UL320_.jpg,49.95,221,Dolls & Accessories,orange,kids.dolls,2019-12-01 06:25:30 UTC,view,9002047,2053013553224352013,34.72,516688232,e1505686-70e2-42e9-81e2-fc15165c856e,orange kids dolls,"Rainbow High Pacific Coast Simone Summers- Sunrise (Orange) Fashion Doll with 2 Designer Outfits, Pool Accessories Playset, Interchangeable Legs, Toys for Kids, Great Gift for Ages 6-12+ Years",0.64068675,15.230000000000004,0.17742878561306225
"Rainbow High Cheer Poppy Rowan – Orange Cheerleader Fashion Doll with 2 Pom Poms and Doll Accessories, Great Gift for Kids 6-12 Years Old",https://m.media-amazon.com/images/I/81cTnVE3tYL._AC_UL320_.jpg,30.5,221,Dolls & Accessories,orange,kids.dolls,2019-12-01 08:09:26 UTC,view,9001251,2053013553224352013,30.86,564454860,b4e4ef3e-5abc-4dc6-a5cf-76751e28e88e,orange kids dolls,"Rainbow High Cheer Poppy Rowan – Orange Cheerleader Fashion Doll with 2 Pom Poms and Doll Accessories, Great Gift for Kids 6-12 Years Old",0.6000098,0.35999999999999943,0.7082372541176474
Rainbow High Michelle- Orange Fashion Doll. Fashionable Outfit & 10+ Colorful Play Accessories. Great Gift for Kids 4-12 Years Old and Collectors.,https://m.media-amazon.com/images/I/81DgWTuP3yL._AC_UL320_.jpg,25.9,221,Dolls & Accessories,orange,kids.dolls,2019-12-01 11:53:59 UTC,view,9001350,2053013553224352013,25.46,531940794,88ab3671-4fc5-4ad3-b1f4-c507deddbd78,orange kids dolls,Rainbow High Michelle- Orange Fashion Doll. Fashionable Outfit & 10+ Colorful Play Accessories. Great Gift for Kids 4-12 Years Old and Collectors.,0.6693312,0.4399999999999977,0.6894217955555565
"Rainbow High Pacific Coast Simone Summers- Sunrise (Orange) Fashion Doll with 2 Designer Outfits, Pool Accessories Playset, Interchangeable Legs, Toys for Kids, Great Gift for Ages 6-12+ Years",https://m.media-amazon.com/images/I/91xB+7YrAwL._AC_UL320_.jpg,49.95,221,Dolls & Accessories,orange,kids.dolls,2019-12-29 12:10:58 UTC,view,9001767,2053013553224352013,48.45,514293569,fb0661b7-29f8-4d4e-a0ac-4f5f749d2b6d,orange kids dolls,"Rainbow High Pacific Coast Simone Summers- Sunrise (Orange) Fashion Doll with 2 Designer Outfits, Pool Accessories Playset, Interchangeable Legs, Toys for Kids, Great Gift for Ages 6-12+ Years",0.64068675,1.5,0.44813735
"Rainbow High Series 3 Georgia Bloom Fashion Doll – Peach (Light Orange) with 2 Designer Outfits to Mix & Match Accessories, Gift for Kids and Collectors, Toys for Kids Ages 6 7 8+ to 12 Years Old",https://m.media-amazon.com/images/I/81wu4Y9JtwL._AC_UL320_.jpg,50.01,221,Dolls & Accessories,orange,kids.dolls,2019-12-28 05:24:02 UTC,view,9002728,2053013553224352013,51.1,519304061,cc46e69b-15e4-490f-a519-dbece4e2f347,orange kids dolls,"Rainbow High Series 3 Georgia Bloom Fashion Doll – Peach (Light Orange) with 2 Designer Outfits to Mix & Match Accessories, Gift for Kids and Collectors, Toys for Kids Ages 6 7 8+ to 12 Years Old",0.64095116,1.0900000000000034,0.5109653516172242
Rainbow High Michelle- Orange Fashion Doll. Fashionable Outfit & 10+ Colorful Play Accessories. Great Gift for Kids 4-12 Years Old and Collectors.,https://m.media-amazon.com/images/I/81DgWTuP3yL._AC_UL320_.jpg,25.9,221,Dolls & Accessories,orange,kids.dolls,2019-12-01 07:09:49 UTC,view,9003027,2053013553224352013,19.82,560724918,a10e4912-c71b-4100-a695-7c898e97c07d,orange kids dolls,Rainbow High Michelle- Orange Fashion Doll. Fashionable Outfit & 10+ Colorful Play Accessories. Great Gift for Kids 4-12 Years Old and Collectors.,0.6693312,6.079999999999998,0.24686059028248591
"Rainbow High Cheer Poppy Rowan – Orange Cheerleader Fashion Doll with 2 Pom Poms and Doll Accessories, Great Gift for Kids 6-12 Years Old",https://m.media-amazon.com/images/I/81cTnVE3tYL._AC_UL320_.jpg,30.5,221,Dolls & Accessories,orange,kids.dolls,2019-12-01 07:28:56 UTC,view,9001351,2053013553224352013,25.46,537686686,4bca629a-1fa2-432e-aa9f-ddf0693758f2,orange kids dolls,"Rainbow High Cheer Poppy Rowan – Orange Cheerleader Fashion Doll with 2 Pom Poms and Doll Accessories, Great Gift for Kids 6-12 Years Old",0.6000098,5.039999999999999,0.2524522911258279
"Rainbow High Cheer Poppy Rowan – Orange Cheerleader Fashion Doll with 2 Pom Poms and Doll Accessories, Great Gift for Kids 6-12 Years Old",https://m.media-amazon.com/images/I/81cTnVE3tYL._AC_UL320_.jpg,30.5,221,Dolls & Accessories,orange,kids.dolls,2019-12-01 08:09:29 UTC,view,9000699,2053013553224352013,32.41,512751000,41afe358-8fd2-4e4c-b3e9-af25321278e0,orange kids dolls,"Rainbow High Cheer Poppy Rowan – Orange Cheerleader Fashion Doll with 2 Pom Poms and Doll Accessories, Great Gift for Kids 6-12 Years Old",0.6000098,1.9099999999999966,0.3949160493470794
"Rainbow High Cheer Poppy Rowan – Orange Cheerleader Fashion Doll with 2 Pom Poms and Doll Accessories, Great Gift for Kids 6-12 Years Old",https://m.media-amazon.com/images/I/81cTnVE3tYL._AC_UL320_.jpg,30.5,221,Dolls & Accessories,orange,kids.dolls,2019-12-10 13:58:48 UTC,view,9000364,2053013553224352013,23.14,557607587,688e841a-040c-4d81-ac88-02e77c8dae4b,orange kids dolls,"Rainbow High Cheer Poppy Rowan – Orange Cheerleader Fashion Doll with 2 Pom Poms and Doll Accessories, Great Gift for Kids 6-12 Years Old",0.6000098,7.359999999999999,0.21569573990430624
"Rainbow High Fantastic Fashion Poppy Rowan - Orange 11” Fashion Doll and Playset with 2 Complete Doll Outfits, and Fashion Play Accessories, Great Gift for Kids 4-12 Years Old",https://m.media-amazon.com/images/I/81hzzrQnRCL._AC_UL320_.jpg,34.99,221,Dolls & Accessories,orange,kids.dolls,2019-12-27 21:49:30 UTC,view,9000100,2053013553224352013,35.65,565054715,40882e63-8b9c-45c4-ba49-ecb47d32ba55,orange kids dolls,"Rainbow High Fantastic Fashion Poppy Rowan - Orange 11” Fashion Doll and Playset with 2 Complete Doll Outfits, and Fashion Play Accessories, Great Gift for Kids 4-12 Years Old",0.6483281,0.6599999999999966,0.6115933308433745
Indiana Women's Faux Leather Lace Up High Chunky Heel Ankle Booties,https://m.media-amazon.com/images/I/71py8sEFlNL._AC_UL320_.jpg,39.75,122,Women's Shoes,indiana,apparel.shoes.keds,2019-12-01 11:45:58 UTC,view,28711791,2232732097934524897,50.45,551686815,257a01cf-2965-4ee1-b867-7f5b6721a5bf,indiana apparel shoes keds,Indiana Women's Faux Leather Lace Up High Chunky Heel Ankle Booties,0.6691883,10.700000000000003,0.20221372837606838
Indiana Women's Faux Leather Lace Up High Chunky Heel Ankle Booties,https://m.media-amazon.com/images/I/71py8sEFlNL._AC_UL320_.jpg,39.75,122,Women's Shoes,indiana,apparel.shoes.keds,2019-12-02 03:13:45 UTC,view,28711788,2232732097934524897,50.45,565996804,7b5af727-bc1a-3309-10fe-96a3ef922ac7,indiana apparel shoes keds,Indiana Women's Faux Leather Lace Up High Chunky Heel Ankle Booties,0.6691883,10.700000000000003,0.20221372837606838
Indiana Women's Faux Leather Lace Up High Chunky Heel Ankle Booties,https://m.media-amazon.com/images/I/71py8sEFlNL._AC_UL320_.jpg,39.75,122,Women's Shoes,indiana,apparel.shoes.keds,2019-12-01 12:39:45 UTC,view,28711793,2232732097934524897,50.45,519311987,ab13f3c7-ec1e-4013-9378-4280e1ef8470,indiana apparel shoes keds,Indiana Women's Faux Leather Lace Up High Chunky Heel Ankle Booties,0.6691883,10.700000000000003,0.20221372837606838
Indiana Women's Faux Leather Lace Up High Chunky Heel Ankle Booties,https://m.media-amazon.com/images/I/71py8sEFlNL._AC_UL320_.jpg,39.75,122,Women's Shoes,indiana,apparel.shoes.keds,2019-12-01 13:05:54 UTC,view,28711792,2232732097934524897,50.45,514232480,bfd7e944-d31b-44c3-a263-b2e7e529f2c2,indiana apparel shoes keds,Indiana Women's Faux Leather Lace Up High Chunky Heel Ankle Booties,0.6691883,10.700000000000003,0.20221372837606838
Indiana Women's Faux Leather Lace Up High Chunky Heel Ankle Booties,https://m.media-amazon.com/images/I/71py8sEFlNL._AC_UL320_.jpg,39.75,122,Women's Shoes,indiana,apparel.shoes.keds,2019-12-02 02:54:32 UTC,view,28711789,2232732097934524897,50.45,565996804,7b5af727-bc1a-3309-10fe-96a3ef922ac7,indiana apparel shoes keds,Indiana Women's Faux Leather Lace Up High Chunky Heel Ankle Booties,0.6691883,10.700000000000003,0.20221372837606838
"Drill America m12 x 1.25 High Speed Steel 4 Flute Hand Tap Set, DWT Series",https://m.media-amazon.com/images/I/71q4a11cYlL._AC_UL320_.jpg,33.89,153,Cutting Tools,dwt,construction.tools.drill,2019-12-02 05:21:41 UTC,view,100007752,2053013558282682943,33.43,520553681,3cc06194-8254-4424-9c00-f0e15e4cafcd,dwt construction tools drill,"Drill America m12 x 1.25 High Speed Steel 4 Flute Hand Tap Set, DWT Series",0.66865575,0.46000000000000085,0.6816763554794518
"Drill America m12 x 1.25 High Speed Steel 4 Flute Hand Tap Set, DWT Series",https://m.media-amazon.com/images/I/71q4a11cYlL._AC_UL320_.jpg,33.89,153,Cutting Tools,dwt,construction.tools.drill,2019-12-01 13:45:07 UTC,view,100005838,2053013558282682943,39.55,551667057,00c9b94f-4829-429f-9d66-3e48345451fb,dwt construction tools drill,"Drill America m12 x 1.25 High Speed Steel 4 Flute Hand Tap Set, DWT Series",0.66865575,5.659999999999997,0.2538512701201202
"House of Marley Smile Jamaica Wireless: Wireless Neckband Earphones with Microphone, Bluetooth Connectivity, 8 Hours of Playtime, and Sustainable Materials (Black)",https://m.media-amazon.com/images/I/31Uty2m3MNL._AC_UL320_.jpg,24.99,71,Headphones & Earbuds,marley,electronics.audio.headphone,2019-12-25 05:47:09 UTC,view,4803356,2053013554658804075,41.16,569993452,1ee971b2-b9be-4cc1-940d-38311a1c3194,marley electronics audio headphone,"House of Marley Smile Jamaica Wireless: Wireless Neckband Earphones with Microphone, Bluetooth Connectivity, 8 Hours of Playtime, and Sustainable Materials (Black)",0.66840947,16.169999999999998,0.180274788583576
"LG TONE Wireless Stereo Headset with Retractable Earbuds NP3, Black, Small",https://m.media-amazon.com/images/I/71+nxanQRpL._AC_UL320_.jpg,64.06,71,Headphones & Earbuds,lg,electronics.audio.headphone,2019-12-01 12:44:39 UTC,view,4802126,2053013554658804075,48.88,566313661,6bb3d8fc-640d-47d1-be8c-876e77120895,lg electronics audio headphone,"LG TONE Wireless Stereo Headset with Retractable Earbuds NP3, Black, Small",0.6682359,15.18,0.18309093772558716
Men's Tesoro ID Indoor Soccer/Futsal Shoes | for Teens and Adults,https://m.media-amazon.com/images/I/619g-xzUd9L._AC_UL320_.jpg,38.99,114,Men's Shoes,tesoro,apparel.shoes,2019-12-04 10:43:34 UTC,view,28719329,2053013565228450757,76.94,453844093,deb1d727-2c10-42f9-bb55-ec17c9894407,tesoro apparel shoes,Men's Tesoro ID Indoor Soccer/Futsal Shoes | for Teens and Adults,0.66822886,37.949999999999996,0.1541849247599487
"Disney Princess Hasbro Comics Adventure Discoveries Collection,Doll Set with 9 Figures,Bases,Display Castle and Case,Toy for Girls 3 and Up (Amazon Exclusive)",https://m.media-amazon.com/images/I/7176uLsDgfL._AC_UL320_.jpg,41.34,221,Dolls & Accessories,hasbro,kids.dolls,2019-12-02 13:15:14 UTC,view,10201313,2053013553224352013,41.16,552951594,142a1b45-867a-4536-868c-32c433aa98c5,hasbro kids dolls,"Disney Princess Hasbro Comics Adventure Discoveries Collection,Doll Set with 9 Figures,Bases,Display Castle and Case,Toy for Girls 3 and Up (Amazon Exclusive)",0.6204959,0.18000000000000682,0.8020652816949113
"Hasbro Disney Princess Disney Villains Black and Brights Collection, Fashion Doll 4 Pack, Toy for Kids 5 Years Old and Up, Amazon Exclusive, F5120",https://m.media-amazon.com/images/I/71X03tRaQgL._AC_UL320_.jpg,47.99,221,Dolls & Accessories,hasbro,kids.dolls,2019-12-03 12:58:43 UTC,view,10201046,2053013553224352013,53.78,572823322,ef8ad481-bb3b-42b5-b8a2-c8784060226e,hasbro kids dolls,"Hasbro Disney Princess Disney Villains Black and Brights Collection, Fashion Doll 4 Pack, Toy for Kids 5 Years Old and Up, Amazon Exclusive, F5120",0.6453345,5.789999999999999,0.24688722400589105
Hasbro Collectibles - My Little Pony Eg Bff Fashion Squad,https://m.media-amazon.com/images/I/81qrr+1j9FL._AC_UL320_.jpg,27.99,221,Dolls & Accessories,hasbro,kids.dolls,2019-12-01 12:53:51 UTC,view,9001628,2053013553224352013,28.57,462129363,42d7d655-42d2-4969-9896-cd18b4f5a576,hasbro kids dolls,Hasbro Collectibles - My Little Pony Eg Bff Fashion Squad,0.6093983,0.5800000000000018,0.6282087739240501
"Hasbro Disney Princess Disney Villains Black and Brights Collection, Fashion Doll 4 Pack, Toy for Kids 5 Years Old and Up, Amazon Exclusive, F5120",https://m.media-amazon.com/images/I/71X03tRaQgL._AC_UL320_.jpg,47.99,221,Dolls & Accessories,hasbro,kids.dolls,2019-12-01 06:53:56 UTC,view,9001655,2053013553224352013,51.97,576981949,a7435b13-bb2c-49d8-a1cb-f247cf1680aa,hasbro kids dolls,"Hasbro Disney Princess Disney Villains Black and Brights Collection, Fashion Doll 4 Pack, Toy for Kids 5 Years Old and Up, Amazon Exclusive, F5120",0.6453345,3.979999999999997,0.2897094702811246
"Disney Princess Hasbro Comics Adventure Discoveries Collection,Doll Set with 9 Figures,Bases,Display Castle and Case,Toy for Girls 3 and Up (Amazon Exclusive)",https://m.media-amazon.com/images/I/7176uLsDgfL._AC_UL320_.jpg,41.34,221,Dolls & Accessories,hasbro,kids.dolls,2019-12-15 19:44:02 UTC,view,10200061,2053013553224352013,43.93,538383000,86016e6a-44e4-4eae-b870-aa863d31416a,hasbro kids dolls,"Disney Princess Hasbro Comics Adventure Discoveries Collection,Doll Set with 9 Figures,Bases,Display Castle and Case,Toy for Girls 3 and Up (Amazon Exclusive)",0.6204959,2.5899999999999963,0.3469404056267412
"Disney Princess Hasbro Comics Adventure Discoveries Collection,Doll Set with 9 Figures,Bases,Display Castle and Case,Toy for Girls 3 and Up (Amazon Exclusive)",https://m.media-amazon.com/images/I/7176uLsDgfL._AC_UL320_.jpg,41.34,221,Dolls & Accessories,hasbro,kids.dolls,2019-12-03 13:02:41 UTC,view,100010998,2053013553224352013,43.76,579911863,981157df-db82-40cf-b7d0-fd015ddfb920,hasbro kids dolls,"Disney Princess Hasbro Comics Adventure Discoveries Collection,Doll Set with 9 Figures,Bases,Display Castle and Case,Toy for Girls 3 and Up (Amazon Exclusive)",0.6204959,2.4199999999999946,0.35801730865497117
"Disney Princess Hasbro Comics Adventure Discoveries Collection,Doll Set with 9 Figures,Bases,Display Castle and Case,Toy for Girls 3 and Up (Amazon Exclusive)",https://m.media-amazon.com/images/I/7176uLsDgfL._AC_UL320_.jpg,41.34,221,Dolls & Accessories,hasbro,kids.dolls,2019-12-04 09:21:07 UTC,view,10503004,2053013554524586339,39.36,541971878,bb5bedd8-db40-498b-8c10-02908dbbec5f,hasbro kids dolls,"Disney Princess Hasbro Comics Adventure Discoveries Collection,Doll Set with 9 Figures,Bases,Display Castle and Case,Toy for Girls 3 and Up (Amazon Exclusive)",0.6204959,1.980000000000004,0.3925555558389259
"Baby Alive Hasbro GloPixies Doll,Tia Twinkle,Glowing Pixie Doll Toy for Kids Ages 3 and Up,Interactive 10.5-inch Doll Glows with Pretend Feeding (Amazon Exclusive),Pink",https://m.media-amazon.com/images/I/71EihQgBrRL._AC_UL320_.jpg,27.82,221,Dolls & Accessories,hasbro,kids.dolls,2019-12-09 17:54:34 UTC,view,10201312,2053013553224352013,53.28,584433652,142d4af5-f241-4347-a41c-62c90c5fa746,hasbro kids dolls,"Baby Alive Hasbro GloPixies Doll,Tia Twinkle,Glowing Pixie Doll Toy for Kids Ages 3 and Up,Interactive 10.5-inch Doll Glows with Pretend Feeding (Amazon Exclusive),Pink",0.6681344,25.46,0.16386119594860166
Hasbro Collectibles - My Little Pony Eg Bff Fashion Squad,https://m.media-amazon.com/images/I/81qrr+1j9FL._AC_UL320_.jpg,27.99,221,Dolls & Accessories,hasbro,kids.dolls,2019-12-21 17:09:10 UTC,view,100051016,2053013553224352013,45.02,521569803,0a3748f1-502c-4dfc-8b48-a5efc7326dd0,hasbro kids dolls,Hasbro Collectibles - My Little Pony Eg Bff Fashion Squad,0.6093983,17.030000000000005,0.16625015362174153
"Targus Advanced Business Backpack, Ocean, 15.6 inch",https://m.media-amazon.com/images/I/91otYJUCjTL._AC_UL320_.jpg,63.08,109,Laptop Bags,targus,accessories.bag,2019-12-02 12:37:16 UTC,view,18301057,2053013558945383017,64.15,547350049,e06e3cf4-5a51-45ac-8f1e-ee991478b741,targus accessories bag,"Targus Advanced Business Backpack, Ocean, 15.6 inch",0.61247855,1.0700000000000074,0.5089691399516895
"Panasonic 2-Tone Color Foldable Headphones with Microphone, Call Controller and 3.9 ft Audio Cord Compatible with iPhone, BlackBerry, Android - RP-HF300M-A - On-Ear Headphones (Blue/Black)",https://m.media-amazon.com/images/I/712xpSy7HrL._AC_UL320_.jpg,19.99,71,Headphones & Earbuds,panasonic,electronics.audio.headphone,2019-12-16 21:57:50 UTC,view,4803211,2053013554658804075,25.71,552949476,993b89ae-cf59-4dc4-a983-d55dd3a1b27c,panasonic electronics audio headphone,"Panasonic 2-Tone Color Foldable Headphones with Microphone, Call Controller and 3.9 ft Audio Cord Compatible with iPhone, BlackBerry, Android - RP-HF300M-A - On-Ear Headphones (Blue/Black)",0.615452,5.720000000000002,0.242138019047619
"Meccano Erector, 10 in 1 Model Race Truck Building Set, 225 Pieces, for Ages 8 and up, STEM Construction Education Toy",https://m.media-amazon.com/images/I/81uwFWt5OZL._AC_UL320_.jpg,45.99,220,Building Toys,meccano,kids.toys,2019-12-16 15:50:01 UTC,view,7200218,2053013553165631753,59.23,539045343,fdb32849-7bd3-4e7e-85ab-62e6735aab1c,meccano kids toys,"Meccano Erector, 10 in 1 Model Race Truck Building Set, 225 Pieces, for Ages 8 and up, STEM Construction Education Toy",0.6028125,13.239999999999995,0.17674227528089892
Dell OptiPlex 7010 Micro Plus Form Factor Desktop Computer,https://m.media-amazon.com/images/I/31h5Ibw4zTL._AC_UL320_.jpg,689.99,57,Computers & Tablets,dell,computers.desktop,2019-12-01 13:19:15 UTC,view,1480664,2053013561092866779,653.04,570611462,207e75f6-dd55-4ff9-afc4-f34fa3455e2c,dell computers desktop,Dell OptiPlex 7010 Micro Plus Form Factor Desktop Computer,0.6522745,36.950000000000045,0.15153526890645586
"Dell Inspiron 15 3511, 15.6 inch FHD Non-Touch Laptop - Intel Core i5-1135G7, 12GB DDR4 RAM, 256GB SSD, Intel Iris Xe Graphics, Windows 11 Home - Carbon Black (Latest Model)",https://m.media-amazon.com/images/I/81x8wuiiloS._AC_UL320_.jpg,522.0,57,Computers & Tablets,dell,computers.desktop,2019-12-01 18:01:54 UTC,view,100022218,2053013561092866779,526.65,578963187,ce0b970b-b432-4f36-8716-d3d33ca96721,dell computers desktop,"Dell Inspiron 15 3511, 15.6 inch FHD Non-Touch Laptop - Intel Core i5-1135G7, 12GB DDR4 RAM, 256GB SSD, Intel Iris Xe Graphics, Windows 11 Home - Carbon Black (Latest Model)",0.60015166,4.649999999999977,0.26162325235398287
"DELL Inspiron i3650 – 0635slv Desktop (6th Generation Intel Core i5, 8 GB de RAM, 1 TB HDD, wifi, bluetooth, windows 10 home)",https://m.media-amazon.com/images/I/71A0UktuzEL._AC_UL320_.jpg,699.99,57,Computers & Tablets,dell,computers.desktop,2019-12-03 06:25:04 UTC,view,1480665,2053013561092866779,701.43,515551762,d0a878bf-97f3-4f61-9f9b-3ea4d9cb7311,dell computers desktop,"DELL Inspiron i3650 – 0635slv Desktop (6th Generation Intel Core i5, 8 GB de RAM, 1 TB HDD, wifi, bluetooth, windows 10 home)",0.6650832,1.4399999999999409,0.4608854924590243
"Dell Inspiron 3910 Mini-Tower Desktop Computer – Intel Core i7-12700K, 64GB RAM, 2TB NVMe SSD, 4K Monitor Support DisplayPort, HDMI, VGA, DVD, AC Wi-Fi, Bluetooth - Windows 11 Pro",https://m.media-amazon.com/images/I/81gnW+giGgL._AC_UL320_.jpg,1039.99,57,Computers & Tablets,dell,computers.desktop,2019-12-01 05:17:15 UTC,view,1480767,2053013561092866779,1048.68,573786463,aa2c7cd7-0b60-4e68-822f-4e269cbd402b,dell computers desktop,"Dell Inspiron 3910 Mini-Tower Desktop Computer – Intel Core i7-12700K, 64GB RAM, 2TB NVMe SSD, 4K Monitor Support DisplayPort, HDMI, VGA, DVD, AC Wi-Fi, Bluetooth - Windows 11 Pro",0.624218,8.690000000000055,0.20740293952528335
"Dell OptiPlex 7000 7400 All-in-One Desktop Computer - 23.8"" FHD Display - 4.9 GHz Intel Core i7-12700 12-Core (12th Gen) - 16GB - 256GB - ProSupport Plus - Windows 11 Pro",https://m.media-amazon.com/images/I/61vIqGbUt7L._AC_UL320_.jpg,1195.0,57,Computers & Tablets,dell,computers.desktop,2019-12-11 05:19:05 UTC,view,1480487,2053013561092866779,1194.96,571133061,bfa48a2f-5f9a-4bdd-93cc-071c3c918ea2,dell computers desktop,"Dell OptiPlex 7000 7400 All-in-One Desktop Computer - 23.8"" FHD Display - 4.9 GHz Intel Core i7-12700 12-Core (12th Gen) - 16GB - 256GB - ProSupport Plus - Windows 11 Pro",0.6461065,0.03999999999996362,0.8984520692307961
"Dell Latitude 5430 Laptop - 14"" FHD IPS Display - 3.3 GHz Intel Core i5-1245U 10-Core (12th Gen) - 16GB - 512GB SSD - Windows 11 Pro",https://m.media-amazon.com/images/I/51RourAB39L._AC_UL320_.jpg,899.0,57,Computers & Tablets,dell,computers.desktop,2019-12-04 13:23:40 UTC,view,1480500,2053013561092866779,895.73,515217272,aa5556c5-47d6-4044-bc3b-85239f08ba3a,dell computers desktop,"Dell Latitude 5430 Laptop - 14"" FHD IPS Display - 3.3 GHz Intel Core i5-1245U 10-Core (12th Gen) - 16GB - 512GB SSD - Windows 11 Pro",0.6069811,3.269999999999982,0.3087498499765816
"Dell Newest Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 16GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",https://m.media-amazon.com/images/I/71lsq9TesJL._AC_UL320_.jpg,577.0,57,Computers & Tablets,dell,computers.desktop,2019-12-01 13:46:57 UTC,view,1480666,2053013561092866779,580.45,570611462,207e75f6-dd55-4ff9-afc4-f34fa3455e2c,dell computers desktop,"Dell Newest Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 16GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",0.6049481,3.4500000000000455,0.3007649008988746
"Dell OptiPlex 7080 Micro Form Factor Mini Business Desktop, Intel Core i5-10500T Processor, 16GB RAM, 512GB SSD, RJ45, Type-C, DisplayPort, Wi-Fi 6, Windows 11 Pro",https://m.media-amazon.com/images/I/51WUWPakDTL._AC_UL320_.jpg,609.0,57,Computers & Tablets,dell,computers.desktop,2019-12-11 12:31:36 UTC,view,1401921,2053013561092866779,628.85,573446492,23ecf8c8-cf2b-4812-8578-316663a84173,dell computers desktop,"Dell OptiPlex 7080 Micro Form Factor Mini Business Desktop, Intel Core i5-10500T Processor, 16GB RAM, 512GB SSD, RJ45, Type-C, DisplayPort, Wi-Fi 6, Windows 11 Pro",0.60146666,19.850000000000023,0.1586626365563549
"Audio-Technica ATH-CLR100iSBK SonicFuel In-Ear Headphones with In-Line Microphone & Control, Black",https://m.media-amazon.com/images/I/61wWVjl9pmL._AC_UL320_.jpg,9.95,71,Headphones & Earbuds,audio-technica,electronics.audio.headphone,2019-12-01 14:07:24 UTC,view,4802620,2053013554658804075,12.87,523409227,154e807a-c56f-492d-b07f-2b412dfbe54b,audio-technica electronics audio headphone,"Audio-Technica ATH-CLR100iSBK SonicFuel In-Ear Headphones with In-Line Microphone & Control, Black",0.606446,2.92,0.3253708326530612
"Audio-Technica ATH-SPORT50BTBK SonicSport Bluetooth Wireless In-Ear Headphones, Blue",https://m.media-amazon.com/images/I/71wUx3l05JL._AC_UL320_.jpg,29.95,71,Headphones & Earbuds,audio-technica,electronics.audio.headphone,2019-12-01 14:08:06 UTC,view,4802677,2053013554658804075,25.25,515898104,47e54ffc-3309-4b89-8b67-85ea1856d993,audio-technica electronics audio headphone,"Audio-Technica ATH-SPORT50BTBK SonicSport Bluetooth Wireless In-Ear Headphones, Blue",0.63978994,4.699999999999999,0.26830886519298247
Audio-Technica Monaural Earphone (for Radio) Dmk-32,https://m.media-amazon.com/images/I/311tW9kmSZL._AC_UL320_.jpg,16.99,71,Headphones & Earbuds,audio-technica,electronics.audio.headphone,2019-12-02 06:11:03 UTC,view,4802776,2053013554658804075,19.19,512814468,826b7cb0-6be6-49dd-999a-a14b103655ed,audio-technica electronics audio headphone,Audio-Technica Monaural Earphone (for Radio) Dmk-32,0.66754425,2.200000000000003,0.3835088499999998
"Audio-Technica ATH-CLR100iSBK SonicFuel In-Ear Headphones with In-Line Microphone & Control, Black",https://m.media-amazon.com/images/I/61wWVjl9pmL._AC_UL320_.jpg,9.95,71,Headphones & Earbuds,audio-technica,electronics.audio.headphone,2019-12-02 07:29:19 UTC,view,4802621,2053013554658804075,12.87,580664156,aa2474fe-b8f8-4129-9536-009c2e4f5255,audio-technica electronics audio headphone,"Audio-Technica ATH-CLR100iSBK SonicFuel In-Ear Headphones with In-Line Microphone & Control, Black",0.606446,2.92,0.3253708326530612
"Audio-Technica ATH-CK200BTBK Bluetooth Wireless In-Ear Headphones with In-Line Mic & Control, Black",https://m.media-amazon.com/images/I/71SpEibwOTL._AC_UL320_.jpg,16.99,71,Headphones & Earbuds,audio-technica,electronics.audio.headphone,2019-12-06 19:20:18 UTC,view,4802777,2053013554658804075,19.29,583060372,befa2672-52d9-4c69-a260-d9c521d38e9f,audio-technica electronics audio headphone,"Audio-Technica ATH-CK200BTBK Bluetooth Wireless In-Ear Headphones with In-Line Mic & Control, Black",0.6245115,2.3000000000000007,0.3673265424242424
